text,target
Hello..ith ethra perkullathan..12 persons in same pole undakiya mathio,Neutral
Hi chechi njan innu try cheythu its very tastyy. .......super videoooo chechide minjathe kondattam super arunnu try cheythutto,Positive
Hi chechi njnum undaki.. poli,Positive
Hi chechi saambar super,Positive
Hi chechi. Inn naan sambar undakki spr ayirunnu. Munne undaakittund.byee,Positive
Hi chechi. Njn idu are sadya kayichittilla. Thaniye ella vibavagalum undaki try cheyyan am ennund. Edokeyanu dishes. Recipes onnu paranju tharo pls. Nigale recipes super aanutto. Ente ummachikum eshanu chechide dishes,Neutral
Hi Chechi. Orupad ishttamaayi chechiye. Njan saambar vekkum. Mutta kariyum vekkum. Pakshe checheede egg rost recp kandathinu shesham Njan ipo athupoleyanu vekkunnath. Nale brkfst dosa and saambar anu. Apo pinne Chechi engana saambar vakkunnath Ennu nokkamennu karuthi. Super chechi. Nale Njan try cheyyum. Ennittu Ente Hus nte abhipraayam Njan parayaam chechi.,Positive
Hi chechi.. bachelors nte kankanda daivame 🙏,Neutral
"Hi chechi... firstly njan chechide sambar indaki and my husband loved it. Secondly, njanum thrissurkari aanu and really happy to hear our thrissur slang . Totally loved it chechi👍🏻",Positive
Hi chechi... Nghn ennale undakkii othirii isttayiii... Thku THK you so much... 😍😘😍😄😍😘😘😘,Positive
Hi chechi...... sambar undaki .... adipoli ayi ... superb... 😋,Positive
Hi chechi..awsome recipe..but ekadesham ethra minute vevikkanm,Positive
"Hi chechii, njan sampar ithu pole vechu 👌👌👌👌 😍",Positive
Hi chichi.chechiyude ee sambar anu njan adyamayi kandadum cheydadum.super super,Positive
Hi veena chechi njn innu chechiyude sambar try cheythu super aayrunu ellarkum ishtaay . Thanks chechi,Positive
"Hi Veena chechi, njan sambar undaki, even ente amma vare samathichu. Thank you chechi💐",Positive
"Hi Veena, Sambar Kalakki, pakshe Sambar podi kittatha nattilullavarkum sambaar undakkande, dayavucheythu Sambar podi vendatha Sambar Dr receipe onnu idane. You tube nokkunnathu thanne kariyundakkananu. So please",Positive
Hi Veena.... Ennu evide ee sambar aanu undakkiyath.... Super aayi.....,Positive
"Hi veenachechii, njn aadyayit sambar undakiyath inn aanu athum chechiyude recipe nokiyita ,enik undakumbo nalla tension undayirunnu kulavonn but adipoli aayi kiti ,ellarkum ishtayi😊thank u chechii😍",Positive
Hi. Njn undakki. Nalla sambar. Sharkkara add cheythilla. Super sambar😍😍,Positive
Hii chechi njan undakki nokki.super annu.thank you so much chechi.,Positive
Hii chechii..njan innanutoo e video kandu cheythathu..chechide biggggggggggg fan Anu njan...cheriyoru tip njan ithil change cheythitundu itchiri sarkara add cheythu pinnnaee kaduku talichathu neyyilum..so sarkkarayum neyyum koodi avumboo oru veroru taste varum took🙂😘,Positive
Hii Chechy...inn sambar aayirunnu chechyde receip anusarichu... .Chechy undakiyente perfection illarunnu...but husbandine ishtamayi. ..thanku so much veenechi....,Positive
Idh kollaalo 5 yr munnathe vdo anelum nalla recipe kittan ivade thanne varanam 😄.Feb 11 2021,Positive
"Idli,dosakku nannayittundavumo",Positive
"Indaaki nokki, adipoli!! Adyaayitta njan indaakiya sambar nannayinde nu parayane! Thanks Veena! Also, vellarikka eluppathil kitaathavarku zuchini/courgette upayogikaam taste &amp; textureil oru vyathyaasam illa 😃",Positive
Ingane undakumbo Malli ila vende chechi,Positive
Inn njanee sambar undakki nallataste indayrunnu ...thank you chechiiii❤,Positive
Inn sambar undakan udeshichada ith pole nokam,Positive
Innathe sambar chechide aahntto .Happy onam chechi♥️❤️,Positive
Inne try cheythutto chechi ..super aarnnu🙏🙏🤝🥰😘😘,Positive
Innu kandu..nale thiruvona sadhyaku😊😊,Positive
Ipol aanu ente sambar sariyayath...☺,Positive
Ipozhum sambar vekkumbo ith vannu nokiyitea kitchenilekk pokarullu😍😍😍,Positive
Ippo undakkan oru chance vannappol kandu😊,Neutral
ippol undakki👍,Neutral
Ith etra perk olla recepie aan,Neutral
Itha i am in 2022...🤣😂,Neutral
Itharanavo itra dislikes adikan vannathu,Neutral
Ithil ninnu enth mansilaayi.. 62 lakh alkark e lokath sambar undakan areela.. 😂.. njan matram alla,Positive
Ithinoke dislike adikkunna mandanmarku onnukil kaipunyam illa..allenkil cooking ariyilla.veruthe dialike adicht karyamila..undakki nokku..ennit comment parayu..jelous people..love u chechi,Positive
Ithokke kannumbozha njnundakkiya sambarokeyeduth kinnattilidaan thonunath...,Neutral
Ithu kandu adyam aai sambar vetchu njan valare nannai . 😊😉,Neutral
Ithu varutharachu vakkunna sambar alla,Neutral
Ithum innu try cheythu tto. Success aaayi chechi. Thanks.,Positive
ittal taste koodum illelum prb illa,Neutral
Jagathychettante expression annu orma vannathu.....:),Neutral
Jaggery indanam enn nirbandamano,Neutral
Jan chetanum kutyolkum nalla luck aanu. Ennum tasty food kazhikalo,Neutral
Kadhalparuppu kondhu sambar undhakkam ennu eppozannu arriyunnathu super,Positive
kalakki,Positive
Kandappazhe kothi aavunnu😛😛😛😛😛😛,Positive
Kandittu Thanne. kodhi Varunnunde. ...Chechi. Ingane Thanne Ayirunnal...Madhi. Adhanu njangalude. . Family Ishattapedunnadhu .,Positive
Kandu Chechi kandu.....,Positive
Kanumbol thannay kothi thonnunnuuuu,Positive
Kayam illa ennu aara paranje .. video sarikkum kanathe anoo mashe comment idunne,Neutral
Kayam kudi poyal. Ntha cheyya,Neutral
kayam venam sambaril appole sambarinde vasana kittoo,Neutral
kettappol orupadu santhosham thonnunnu dear😍😁😁,Positive
Kollam kettoo njn ipo itha undakunnee. Ellarkum estay enik 19anu age njn sambar undakkiyapo ellarum netti. Veruthe kalayendi varo ennokke choichu. Njn adhyamayitt cook chythe ath ee sambar anu ellarkum orupaad estay. I m so hapyyyy ❤️😍thankuu so much chechiiii 😍😊😊,Positive
Kollam super,Positive
Kollam veena,Positive
Kollamchechi. Njan Onnu try cheyithunokkattetto. Video ishttamayi,Positive
Kooduthal thakkali ittal mathi,Positive
kooduthal veevu ulla type aanel kuthirthu vakkam,Neutral
Kudampuli use cheyan patumo,Neutral
Kumblanga add cheyyanpattiq,Neutral
Kurach ndakkan ellam nerpakudi edthal madiyo chechi?,Neutral
kurachu neram vattichal eethu sambar um thick aakum,Neutral
Kuthirthu vakkam,Neutral
kuthirthu vakkoo,Neutral
Muhammed Jishad bro ath vendakka aanu...and thakkaliyum,Neutral
Muhammed Jishad muringakka idunnath kanikkunnilla lo,Neutral
Munpu 3 4 thavana cheythu nokkiyatha..but athra nanayrunnilla..oru ok ok ayirunnu...innu adyam oru 3 4 thavana video full kandu padichu..ennit chechi paranja pole same steps follow cheythu...appo kidu ayi vanne,Positive
Must onnum alla but normally kerala Sambar I’ll puli cherkkarund .. but athinu pattunna alavu thakkali ittu undakkam,Neutral
Muthe njan kanunnath 17/03/2021,Neutral
muthira d payar pole thanne,Neutral
naattilaaa njan...,Neutral
Nagal try cheythuu sooper veenechiii,Neutral
Nale vishunu adhyamayi sambar vekkan vanna njan..,Neutral
Nalekulla elaaaa items chechyeda annutto...... happy onam chechy....,Positive
Nalekullaa ellaa items chechyde ahnuttoo..chechyde vdos okke valare usefull ahn. Ippo kuruku kalan undakiyathe ullu adipoliyarnnu..love you chechi..😘😘😍❤,Positive
Nalla avatharanama ...veetile oru chechi parayunnath pole feel cheyunnu....cheriya cheriya easy cooking ittal nannayirunnu...karanam pettann duty kazhijn varumpol undakkan eluppamakimallo.....I like cooking,Positive
Nalla paadanallo undakkan.. i really wanna give a try 👍,Neutral
Nalla sambar ayirunnu. Thanks chechi 👍,Positive
Nalla taste ayittund .thanks chechi.pinna cheriya ulli ivde illathond nan savala thanne use aki,Positive
nallath,Positive
nammude istam anusarichu kurakkukayo koottukayo cheyyam..,Positive
Nan innu indaki🔥,Positive
Nan try cheythu spr chechyy,Positive
Nan undakki nokki.polichu,Positive
Nan undakki super. Paripp oppam ittal veevilla,Neutral
Nannaittund sooper,Positive
nannayi choodakki eduthu vachal mathi.. cool aaayathinu sesham moodi vachal mathi,Neutral
Nannayirinnu,Positive
Nannayittund chichi keep it up,Positive
nannayittundu veenachechi,Positive
nannaytunde,Positive
New friend 😄 nice sambar 👌,Positive
New member hai chechi nanindakki supe evide ellarkum othiri ishtayi thangkyou,Positive
next time ok aakum tto,Positive
Nhan first time anu thenga varutharakkathe sambar undakkunne. Super taste ayirunnu to. Poratta kkum super combination ayi. Veetil ellarkkum ishtayi. Thanks chechi,Positive
Nhanum,Neutral
Nice chechi veetil undaaki super,Positive
Nice chechii,Positive
nice chechii njan try cheythuuu elavarkumm ishtayeee tqqqq😗😗😗,Positive
Ningal puliyanu chechii..,Positive
Njaan eppo sambar indakumbozhum eee video kaanarund,Neutral
njaan innu try cheythu sooper,Positive
Njaan undaki 👌👌👍,Positive
"Njaanum innundaaki ee sambar, adipoli, super recipe thank you chechi",Positive
Njan angane sambar undaki..next time 2 whistleil nokam...bdw ..taste Adipoli aairunu☺️,Positive
Njan annu kanumbo oru alebudhathode nokiyeruna video annu.....epoo kanunna njan🥰,Positive
Njan athikavum ee sambar aakar und. Epo aakmbozhum video kaanum🤓,Positive
Njan athyavasham cook cheyunna aal anu..but sambar aethra vattam vachitum flop avunna oru dish anu. Last husband paranju dosa sugar kooti kazicholam sambar ini undakaruth aennu..😭 tried ur recepie yesterday. It was far better than my normal sambars.. but oru perfection vannilla.. may be becz of sambar powder. Which brand do u use? Hope next time v wil have a great sambar week..,Positive
Njan edarilla dear,Neutral
Njan ee onathinu try cheyum... Minnichekkanee,Positive
Njan ee sambar anu coock cheyunne pravasi💝 very good recepie,Positive
Njan ee sambar in undaki.nalla abiprayamayirunnu,Positive
Njan ee sambar undaakki. Nannayittund. Pakshe vellam koodiyadpole. Adhkond sambarpodi 3 tabs ittu. Annittum thick aayilla,Neutral
Njan ee sambara undakkal supera entha taste 😋👌,Positive
Njan enna kanunnath,Neutral
njan eppol home made,Neutral
Njan eppolum ee recipe yaanu use cheyyaa,Neutral
Njan eppozha kaanune,Neutral
Njan ethu husinte officelot undaki koduthu ellavarum nalla abiprayam aanu parajathu..thank u veenachechi... Veenachechi paranjapole puliyude abadham eniku munb undayitund athu thurannu parayan oru nalla cook enna nilayil veenachechi thurannu parayunnathilaannu veenachechide sucess..,Neutral
Njan indakiyappol vegs kurach adhikam venth poyi..,Neutral
Njan indakki super 👍👍,Positive
Njan inn chechide sambar aanu undakith...... 👌👌,Positive
Njan inn ithu kandittanu sambar undakiyath 👍😍,Positive
njan inn sambar frst time undaakhi☺️ spr tst aayinum😋😋 Ellaavarkum ishtaayi😍 tk u☺️☺️,Positive
Njan inn try cheythu....👍👍👍,Positive
Njan inn undakki,Positive
Njan innu kanunu,Positive
Njan innu try chythu........ eniku nalla ishtapettu..... thank u chechi...,Positive
Njan innu undakki nokki. Thank you chechi 😍,Positive
Njan innu undakkum..,Positive
Njan innundakki sooper bro veendum chothichu vangi curry. Allengil njan undakkunna sambarinu bro eppozhum kuttam parayaranu pathivu.,Positive
njan innundakki yummy😋,Positive
Njan ipol kanuvaa..😀,Positive
Njan ippo ee sambar noki undakan😉😉😉😉,Positive
Njan ippol ingane aanu udakkunmathu,Positive
Njan ippozha vanne ithu kandittu poyi vaykkamennu vijarichu 20/ 3/2021,Neutral
Njan ith try cheythirunu chechI Super taste 👌😋,Positive
Njan ithu ipozhaanu try cheythaathu...sambar ellarkum ishtaayi ...thank you chechi,Positive
njan kadalaparuppu kondu undakki...actually enikku maaripoyatha .thuvaraparippaanennu vicharichu undakkitha...but nallathrnnuu....ithu kandappozhanu enikku aswasam aayathu...kadalaparuppum Use cheyam ennu...thank u chechi....,Positive
njan kanikkam video,Neutral
Njan kanunad 2021 jan8😂,Neutral
Njan kuwaitil oru sambar engane undaka enn nokitha apo chechide video kandu super njanu padichu tanks video supr,Positive
Njan nale thanne try cheyyum chechi.....,Neutral
njan nellika kandappo vangi atha chothichath.athu kedakunnathin munne parayanam,Neutral
Njan nightl undaakkaanu.. So break fast nu kooottam,Neutral
njan paranja alavu 8 perkku thikayum kurachu loose aakkiyal mathi,Neutral
Njan sambar l vanparajayamarunnu.chechide recepe vachitt Randu type sambar um undakkarundu.ippo ellarkum ishtanu ente sambar . thanks,Neutral
Njan sambar undakki nokki...... super anu......... thank u veenachechi....... ippo food undakkumbo doubt undenkil.. adyam nokkuka chechiyude recipe anu🤩🤩🤩,Positive
Njan try chaithu 👌😍😍😍😍,Positive
Njan try cheithirunnu super aayirunnu,Positive
Njan try cheithu superrrrrr,Positive
Njan try cheitu. Super aayi. Thanks chechi,Positive
Njan try cheydhu . Tasty😋,Positive
Njan try cheythu 😌adipoli ...thank u sis❤️,Positive
Njan try cheythu adipolyyyy....thankuu chechiii,Positive
Njan try cheythu super taste ayirunu,Positive
Njan try cheythu... super 😍,Positive
Njan undaki chechi,Positive
Njan Undaki Chechi. Ipo kazichade ullu super.,Positive
Njan undaki chechiii ethuvare njan undakiyathil best sambar ethayirunnu thankyou.... Chechiiiii,Positive
Njan undaki noki nalla sambar thanku chechi,Positive
Njan undaki nokito super,Positive
Njan undaki Sooper checheee oru rakshim illa 😋👍,Positive
Njan undakiyirunnu 👌👌👌👌👌👌,Positive
Njan undakkan povan mam 💗💕njan ellam mamthinte channel nokki aane cheyyar.....❤️nalla result um kittarnd thank you so much mam✨️💞💞💞big fan...... ❤️,Positive
Njan undakki adipoliyaan😘💞💞💞,Positive
njan undakki chechi super ayirunnu thank you chechi,Positive
Njan undakki pwoli❤,Positive
Njan undakki roomile ellavarum eni nee thanne undakkiya madiyennu😂😂😂,Neutral
Njan undakki super,Positive
Njan undakki taste adipoli,Positive
"Njan undakki, sprrrr",Positive
Njan unddakki super,Positive
Njan vachu ente ponno enthoru tast 🥰🥰🥰,Positive
Njane inne eee sambar undaki adhyayittane vekkunathe mrge kazhinje hus nte vtl adhyayutta curry vekkunne thanku. Njane ithile savala athe idane marannu pooyi pinne parippe adhyam veviche vechitta undakiye undakumbo chilathoke vittupooyi. Nthayalum thankuuu,Positive
Njangal pravasikalude athaaani,Neutral
Njangl pravasikal ningaloke ullath kond rakshapettu..☺️,Neutral
𝑵𝒋𝒂𝒏𝒊𝒏𝒏𝒂𝒏𝒖 𝒌𝒂𝒏𝒅𝒂𝒕𝒉,Neutral
Njanippazha nokkunne😄 adipoli njaninnu undakkan pova eppo undakkiyalum oru tastum undavarilla ithu try cjeythittu parayam...,Positive
Njanum try cheythu chechi choooper😍,Positive
Njanum undakki veena super...,Positive
Njanum undakki...aadhyamayitta sambar undakkiyath ..chechide avatharanam kand konda cheythath...supper tastyyy😍😋tnqq sooo sooo muchhhh😙😙😙😙😙😙😙😙😙😙😙😙😙😙😙,Positive
Njanundaki adipoli,Positive
Njanundaki. Sambar. Super👌,Positive
"Njhan ippozhane veena chechiude sambar kaanunnath, anyone seeing this in august 2020 pls reply",Positive
Njn adhyayit undakkiya sambar chechide recipe aahneto... Adipoliyayi... Ellarkum eshtayi...thank you Chechi😁😁😁😁,Positive
Njn e sambar undakan povugayann 😍🤑🤑🤑🤑🤑,Neutral
Njn ee recepie try cheythu.. Spr veena chechiiii🥰,Positive
Njn eenu undakki super veena chechi thanku this recipe ❤️😘😘😘😘,Positive
Njn ethu nokki undakkii adipoli sambar aayiii....elarkum valiya ishtaayii....thankzz veena chechiii,Positive
Njn first time anu sambar undakkunnath oru pidiyum.illarunn nere youtube.eduth chechide sambar recepi nokki cheythu....suprrr🤩🤩🤩🥳🥳,Positive
Njn first time undakiya sambar🥰🥰😍😍😘,Positive
Njn indakkii... Adipolii😋,Positive
Njn indakkiiii super 🥰🥰🥰👍👍,Positive
njn innanu ee vdo kanunnad sprbb sambar,Positive
Njn ithippo oru 10 times kandu😍😍 love your way of cooking...,Positive
Njn ithu try chethu taste undayirunnu but kadala paripp venthath mathiyavathath pole thonnne( njn paripp1 hr soak cheythirunnu),Positive
njn potato masala undakki.super,Positive
Njn sambaar undaakki nokki chechi paranjath Pole. Super aayittund. Nalla taste.,Positive
Njn sambar undaki mashahallah supar aayirunnu innum sambar undakunnu atrakkum isttayi tnkyou,Positive
Njn sambar vekkunnath chechide ee video kandittaanu ... And it became very tasty 😍,Positive
Njn tody try cheyynnud😉frst tym aane sambar cheyyunnd,Neutral
njn try cheythu chechi,Neutral
Njn undaki adipoli chechi💪,Positive
njn undaki nokittooo. super taste aanu. ellavarkum ishtaayi. njn eni inganeye sambar vekathollu. 😌😄,Positive
Njn undakki chechi ippo...for the first time....thanku chechiiii,Positive
Njn undakki super sambar thanks chechi,Positive
Njn undakkittoo.... superb... tnkz... chechhhiii🥰🥰🥰🥰🥰,Positive
Njn unde,Positive
nte chechi igalu spr aanu your smile voice ellam and recipes kureyokke try cheyunnund good job chechi😘😘😘,Positive
Nyan eppozhum sambar indaakumbol sambar pieces karinjyu poovarnu Adeel pidichu...pakshe now everyone praises me for my cooking skills specially sambar😍🥳🤭🤭🤭🤭... Thankyuuuuu so much veena chechi for yur techniques...I love the way yu cook😍,Positive
Oh 🥴ithano ippo valiya kariam,Positive
Onam ayapol venndum thappi vannu..ente vennamme igal powliyAa....❤️💋❤️💋💯💯,Positive
onam playlist onnu nokkoo tto,Neutral
Onamayond veenachechide recepies nokkan 4 varsham kazinju ( 8/8/20 ) arelum indoo. Chechii ee onam njangal chechide recepies kond polikkum 😍😍😍😍😍😍😍😍😍😍😍,Positive
Orange colour parippu use cheyyamo,Neutral
Oru big thanks und chechi kk nan yenn undakkumboyum yenikk ee recipe nannavaarilla Ippo undakkumbo shariyayi ini yenikk perfect aayi sambar undaakan kayiyum,Positive
Oru cheriya piece ..,Positive
oru savala matram,Neutral
Oru whistle nu paripp cook aayi kittuo,Neutral
orupadu nandi brother 😊,Positive
orupadu santhosham 😁👍,Positive
Orupadu santhosham Aniya 😍🙏,Positive
orupadu santhosham dear.. ammayude asugham vegam mari midukki kutti aakan njanum pray cheyyam tto😊😍,Positive
Orupadu santhosham Jobin. Bakki videos okke kandu food undakki feedback parayoo tto 💕,Positive
Orupadu santhosham mole 💕💕,Positive
orupadu santhosham tto.. ethu aara .. Hari anoo wife anoo,Positive
Othalanga,Positive
Ottak sadhya indakana adhyathe onam .....chechy illayirunnekilo😯,Positive
paalappavum undakki athum super. jeevithathil first time anu ethra nalla appam njan undakkunnea thanks chechi😘,Positive
Paavam kaduku😭😭😭,Positive
pakuthi ayi..venthuu,Neutral
Palathavana undaki super anu👌 thankz...ennalum yutubil vannu onnukoodi kandu urappuvaruthunnathu njanmathramo ? 👀,Neutral
Pand clg l padikkmbo cooking padikkan amma paranjapo ketilla...cooking kelkkumbozhe kalippayrunnu🤭Kalyanam kazhinj nammal dubailek vannapo aakke pettu But ee sambar changed my life chechy😋 Enik ipo cookcheyyan okke nalla intrst aa U r my inspiration in cooking ..Love u chechy😘😘😘,Positive
parip venthilla too,Neutral
Paripp alppam koodi vekande,Neutral
Paripp sherikum venth adiyande,Neutral
Paripp sherikum vevumo??,Neutral
Paripp vevikkanoo,Neutral
Parippinu changes undavum..chilathinu 1 whistle matiyavum,Neutral
parippu kuthirthu vachal veevum.. venthu angine mashi pole aakilla ennu matram.. u can use normal toor dal,Neutral
Parippu soak cheiyanoo,Neutral
parippu soak cheythal mathi,Neutral
parippu soak cheythu vachal mathi,Neutral
Parippu thaniye vevichal ok ano?,Neutral
parippu vendhilalo,Neutral
Parippu venthitillatha pole thonni,Neutral
Parippu vere brand aayal kuzhappando,Neutral
Parippu vevichittu Nannayi udachal mathi,Neutral
Parippum pachakkareem orumichittu oru whistle vare mathram vevichal parippu vekathe kidakkille?,Neutral
Parippum vegetable sum orumichu idumo,Neutral
Paripu vethilla. Baki curry taste undu.,Neutral
Paripum vegetablesum orumichuittal parippu vegumo,Neutral
Parupu vevven cookeril minimum 3 whistle venum. Allenge it remains solid... Otherwise fine...,Positive
pazhaya video aanu aniya.. eppo use cheyyarilla,Neutral
Pinnallla😊,Positive
pinne entha.. njagal naalu pera .. ende mikka curry kalum nalu perude alavila.. sambar kurachu kooduthal undakum,Neutral
super taste aanu sambaarinu,Positive
Poli 😋😋😋,Positive
polichu,Positive
Polichu👌👌,Positive
Poliiii 😚😚😚,Positive
Poosh sambar ammayiii 🥰😘,Positive
Potato 🥔 vendey🤔,Neutral
Potato use cheyyan pattumo?,Neutral
potato venda chechi??,Neutral
Potatoes onnum vendayo...and savala,Neutral
Powlie sambar,Positive
Pravasi ayappo undakki padikkan😄,Neutral
pravasi😂😂😂😂,Neutral
Puli kurakkan vella vazhiyum indo,Neutral
Puli must anoo Chechi tomoto kondu adjustment cheyyamoo,Neutral
Puli ozhikunnadh kandillallo,Neutral
Puli ozichu kazinjit avasanam ano parayunat kurach ozichal mathiyenu🤦🏽‍♂️ Ellam nashichu,Neutral
puli soak cheyan nthoram velam eduknde?,Neutral
puli undel sambar taste correct aakoo,Neutral
Puli use cheythitlenki kuyappindo,Neutral
Puli use cheyunille...🙄,Neutral
Puramnattil Joli cheytirinna njan amma kku sugamilata avastayil Pettannu natilekku varukayanundayath... Veetil njan um ammayum mathram... Ammaykku teerey vayatha avastayil cooking um njan taney cheyenda avastayanundayath.. North Indian dishes kurachokey veykanariyamayirunenkilum Kerala style cooking teerey vashamilyirunnu.. Ammayadey pachakatey pukazhtukayum piney varivalichu tinnum sheelam ulla nik ith challenging ayirunnu (sambar) adum naadan style... Youtube taney sharanam ennu paranjhu kondu search cheytapol veena chechiyudey sambar video kanukayundayi... Annu taney sambar try cheyukayanundayathu... Satyam parayaalo... Veronnum alla ammayadey kannu nirajhu kondu amma parachu&quot;sambar kalakitta&quot;....pinney sambar mela taney ayirunnu Veetil... Enganey nanni parajhalum teeratha kadapadund veena chechiyodu.. Oru ammayudeyum makanteyum prarthana.. Nalathey varu🙏,Positive
Pwoli 🔥,Positive
Pwoli yann,Positive
Pwoliii chechii👍,Positive
Ravile vekkunathu uchayakumbolekkum kedu varilla,Neutral
Really super chechi.njan undakki ,Positive
Really super....Tnq,Positive
Saambar powder engana undakunne,Neutral
Saambar superb Ennu Ente ikka paranju chechi. Super aayrnnu enikkum orupad ishttapettu. Oru karyam parayan marannu. Enk crab rost ariyillarnnu. Annu enk checheede recp anu kittiyath. Athinu bhayankara abhipraayama kittiyath ikka dth ninnu. Angane pinnellaam chechide recp anu nokkunnath.,Neutral
Sadhyak e sambar ano??,Neutral
Sambaar podi eatha nallath.. Njan kuwait il aane..,Neutral
Sambaar undaakkunnath engane aanen nokaan bannatha njaan.... Vanna vishayam marannu poi,Neutral
meen curry nallthupola undakan patti thankyou very much,Positive
Sambar 4 varsham kazhinj engotum poyitillaa,Neutral
Sambar adi poli,Positive
Sambar adi poli kaayam orupaad paadillaa veena,Positive
Sambar adi poli thanks puli alpam koodi ,Positive
Sambar authentic tastil cheyyan Veena chechide recipe orupadu help ,Positive
Sambar eppam undakiyalum eth nokkan varuna njan 🥰🥰,Neutral
Sambar il kumblanga edumo chechi....,Neutral
Sambar il veluthulli edillallo chechi,Neutral
sambar indakkikondirikkumbo chumma confirm cheyyan video eduthatha appolanubchechyde ee comment kanane appozhanu kandath njn curryl paripp idan marannunu thanks chechy for reminding,Neutral
sambar nalla taste undauirunnu.ente hus num istayi.,Positive
Sambar njan enn try chyduu,Neutral
Sambar podi ittilenki kuzhappamundo chechi taste undaakille ...,Neutral
sambar podi koodutyal undakki vakkunnathalle .. appo kurachu alle nammal edunna podiyil kayam varoo.. nigalkku tension aanel cherkkanda😊,Positive
Sambar podi use cheythile kuzhapamilalo.,Positive
Sambar podi video innu kandu..urappayum try cheyyum.. 👍👍,Neutral
Sambar podik pakaram emda idandee,Neutral
sambar powder il already kayam ulavayum chechu cheruthitundalo eneyum ethil again 2 dum cherthal kayikule curry,Neutral
Sambar powder illathe saambar undakan pattumo,Positive
sambar powder nde aakum.. ende home made sambar powder cheyyoo,Neutral
Sambar super arnu Nan undakki.ellarkkum ishttayi ta.Thank you veena chechi,Positive
sambar super pinne nigale Kanan super,Positive
Sambar undakan moong dal use cheyyan patto,Neutral
Sambar undakan vedio 2020 july kannunna njn🥰🥰🥰🥰,Neutral
Sambaril idan padillathe vegetables ethelum undo?,Neutral
Sambarinu thalikkumbol jeera Cheryl Nalla tasty Anu...athupole last coriander leaves cherthu boil cheythal nannayirikkum . Oru suggestion ane....Ur version looks Good...,Positive
Sambarpodi ellenkilo?,Neutral
sambarpodi ntey ingredients entha....?,Neutral
Sambhar njn ndaki chechiii..... Superb aayiii😍😍thankuuuu,Positive
"Sambhar podi enganeya, kadayil medikkunnathano",Neutral
Sambhar podi ilathe engana podikal mathram idunathu enikku ariyilaa,Neutral
Sambhar podi illenki kuzhapando chechi,Neutral
Sampar u ndakkan nigalku sariykum ariyilla tto😀,Neutral
Sangadi super aayirunnu 👍👍 innaleyum vechu ☺️☺️,Positive
Sarkara edanamennu nerbhandhamano??,Neutral
Sarkkara ittathu enthina enikku manasilailla,Neutral
Sathyam chechide ee sambar undaki yanu njan chechide fan aayath😍😍😍😍😍😍,Positive
Savala arinjille,Neutral
Savala cheruthayi arinja mathy,Neutral
Savala non veg anu chechi.... savala idilla,Neutral
savala use cheyyam,Neutral
savala vachu adjust cheyyoo,Neutral
 adipoi woow super,Positive
Shaaaanuuuu ivde undooo,Neutral
Sharikkum kidu sambar aanithu🤤🤤👍🏽,Positive
Sharkarayoo😱😱😱,Neutral
Sharkkara cherthillenkil problem undaako,Neutral
Sharkkara edumbo maduram varille Chechi,Neutral
Sharkkarade purpose nthaanu?,Neutral
Sherikum ithu wow aanu😁thanks chechi,Positive
Simple recipie alla....kurach panind😂😂...njan undaki..pwoli....but enikk undakan athra eluppam thonneela.....may be adukkalayil kayaraaathondaavum....thank u Chechi,Positive
Sprrr ...njan ee ide kanan thudangiyollu chechinte prgrm. ...kananula karanam ipo husnte koode gulfl an apo thanichayapo cooking thudangi chechiyude chila recpie njan cheydu noki elam kidu ayitund ini nale samba try cheyanam thnx chechi thnk u so much,Positive
Super aaa chechi njan udaki,Positive
Super aayittund chechii,Positive
Super Adioli Naadan Sambar Nice Easy Taesty Aanallo Ishtayitto Nannayitundu Thanku Veena Kutty😍❤️💖👌👍🙏,Positive
Super ane chechii kidu taste 😋😋,Positive
Super Annu Chachi,Positive
super arunu..njan undakki,Positive
Super ayitund,Positive
Super but sambar paruppu venthillalu,Neutral
super chechi nalla teste thanks chechi njan ippo ee sambar mathrame undakarullu ellavarku istapattu,Positive
super nan undaki.thankyou chachi rasipi paranu thannathinn,Neutral
Super nhan try cheydu,Positive
Super njan undakki Nikki thanks chechi,Positive
Super njanundaki👌😍,Positive
Super recipe ...thanks Chechi ...njn sambar vekkumbol sthiramm ee recipe aanu follow cheyaruu ellarkm ishtayy 👍,Positive
"Super recipe ..ngn undaki adipoli ayirunu, elarkum istayi..thanks u so much😀",Positive
Super recipe njn try cheythu. 👍👍👍👍😍😍😋nalla ind.,Positive
super sambar . najn ennu try cheythu. sambar podiyum undakki,Positive
Super sambar.....tasty,Positive
Super sambar..home made sambar podi aano veena use cheyyunne..,Positive
Super sambar😋😋,Positive
Super tastarnnu chechy nan sambarundakya orikalum sheriyavillarnnu bt idh superayi husinu nannayi ishtapettu,Positive
Super taste chechi gnan try cheydu. Gnan eppam cheydalum sheriyavilarnu bt ippam super ayi thank you so much.,Positive
"Super taste, first tym ane sambar try cheyyunth. It was super",Positive
Super Veena chechiiiii.....,Positive
Super Veena🥰,Positive
Super... Aunty oru divasam cherupayar upperi iduoo,Positive
Super... Chechy,Positive
superb chech.... njan cheithu nokki nallathayirunnu. first time aanu checide video kanunne. enike ishttapettu. and am ur new member......,Positive
Superb chechee,Positive
Superb chechi inn njn ithpole undaki husband ne othri istham ayi,Positive
Superb...njan try cheythuu,Positive
